user_id_new	original_stu_id
972	1705
973	1706
974	1709
975	1710
976	1712
977	1713
978	1715
979	1717
980	1718
981	1723
982	1724
983	1730
984	1732
985	1733
986	1734
987	1736
988	1738
989	1739
990	1741
991	1745
992	1746
993	1748
994	1753
995	1754
996	1755
997	1756
998	1758
999	1759
1000	1761
1001	1762
1002	1763
1003	1764
1004	1766
1005	1767
1006	1768
1007	1769
1008	1771
1009	1773
1010	1776
1011	1777
1012	1778
1013	1780
1014	1781
1015	1782
1016	1785
1017	1786
1018	1787
1019	1788
1020	1789
1021	1791
1022	1792
1023	1795
1024	1798
1025	1800
1026	1801
1027	1802
1028	1804
1029	1807
1030	1811
1031	1812
1032	1813
1033	1815
1034	1817
1035	1818
1036	1819
1037	1824
1038	1827
1039	1829
1040	1832
1041	1834
1042	1835
1043	1838
1044	1842
1045	1843
1046	1844
1047	1846
1048	1848
1049	1850
1050	1852
1051	1855
1052	1860
1053	1862
1054	1864
1055	1867
1056	1872
1057	1873
1058	1874
1059	1879
1060	1880
1061	1882
1062	1883
1063	1885
1064	1886
1065	1887
1066	1889
1067	1892
1068	1894
1069	1895
1070	1897
1071	1899
1072	1901
1073	1902
1074	1904
1075	1905
1076	1906
1077	1908
1078	1909
1079	1910
1080	1911
1081	1912
1082	1915
1083	1916
1084	1920
1085	1922
1086	1924
1087	1926
1088	1928
1089	1929
1090	1930
1091	1931
1092	1932
1093	1934
1094	1936
1095	1938
1096	1939
1097	1940
1098	1946
1099	1947
1100	1949
1101	1950
1102	1955
1103	1959
1104	1960
1105	1966
1106	1971
1107	1973
1108	1974
1109	1975
1110	1977
1111	1978
1112	1983
1113	1984
1114	1988
1115	1990
1116	1991
1117	1992
1118	1993
1119	1994
1120	1995
1121	1996
1122	1999
1123	2000
1124	2002
1125	2003
1126	2004
1127	2007
1128	2010
1129	2012
1130	2013
1131	2015
1132	2016
1133	2021
1134	2022
1135	2024
1136	2025
1137	2026
1138	2027
1139	2028
1140	2031
1141	2032
1142	2035
1143	2039
1144	2041
1145	2042
1146	2045
1147	2046
1148	2047
1149	2049
1150	2051
1151	2052
1152	2053
1153	2055
1154	2058
1155	2059
1156	2060
1157	2062
1158	2065
1159	2066
1160	2067
1161	2068
1162	2070
1163	2071
1164	2073
1165	2076
1166	2077
1167	2080
1168	2081
1169	2082
1170	2084
1171	2085
1172	2086
1173	2087
1174	2089
1175	2093
1176	2094
1177	2096
1178	2097
1179	2098
1180	2099
1181	2101
1182	2102
1183	2103
1184	2105
1185	2106
1186	2107
1187	2108
1188	2110
1189	2111
1190	2112
1191	2115
1192	2116
1193	2118
1194	2122
1195	2124
1196	2126
1197	2127
1198	2128
1199	2131
1200	2133
1201	2134
1202	2137
1203	2139
1204	2141
1205	2144
1206	2145
1207	2146
1208	2149
1209	2150
1210	2155
1211	2158
1212	2159
1213	2161
1214	2163
1215	2165
1216	2166
1217	2167
1218	2169
1219	2170
1220	2171
1221	2172
1222	2174
1223	2175
1224	2177
1225	2179
1226	2180
1227	2181
1228	2183
1229	2185
1230	2187
1231	2189
1232	2190
1233	2191
1234	2194
1235	2196
1236	2197
1237	2198
1238	2199
1239	2202
1240	2205
1241	2207
1242	2208
1243	2212
1244	2214
1245	2216
1246	2218
1247	2219
1248	2220
1249	2221
1250	2223
1251	2224
1252	2225
1253	2227
1254	2228
1255	2230
1256	2231
1257	2232
1258	2238
1259	2241
1260	2244
1261	2245
1262	2246
1263	2248
1264	2250
1265	2251
1266	2254
1267	2256
1268	2257
1269	2259
1270	2262
1271	2263
1272	2264
1273	2265
1274	2266
1275	2267
1276	2268
1277	2269
1278	2271
1279	2276
1280	2277
1281	2278
1282	2279
1283	2280
1284	2283
1285	2288
1286	2290
1287	2292
1288	2295
1289	2296
1290	2297
1291	2298
1292	2299
1293	2301
1294	2302
1295	2303
1296	2304
1297	2305
1298	2306
1299	2307
1300	2311
1301	2312
1302	2313
1303	2314
1304	2316
1305	2317
1306	2318
1307	2319
1308	2320
1309	2324
1310	2325
1311	2326
1312	2329
1313	2332
1314	2335
1315	2336
1316	2337
1317	2338
1318	2339
1319	2340
1320	2342
1321	2345
1322	2346
1323	2347
1324	2349
1325	2350
1326	2351
1327	2354
1328	2355
1329	2356
1330	2358
1331	2359
1332	2363
1333	2364
1334	2366
1335	2368
1336	2369
1337	2370
1338	2372
1339	2373
1340	2375
1341	2378
1342	2380
1343	2381
1344	2384
1345	2385
1346	2386
1347	2387
1348	2388
1349	2389
1350	2392
1351	2393
1352	2395
1353	2396
1354	2397
1355	2398
1356	2399
1357	2401
1358	2402
1359	2404
1360	2405
1361	2406
1362	2408
1363	2410
1364	2413
1365	2416
1366	2417
1367	2420
1368	2425
1369	2426
1370	2427
1371	2428
1372	2432
1373	2434
1374	2437
1375	2438
1376	2439
1377	2440
1378	2441
1379	2443
1380	2445
1381	2451
1382	2454
1383	2456
1384	2457
1385	2460
1386	2461
1387	2465
1388	2466
1389	2468
1390	2469
1391	2470
1392	2471
1393	2473
1394	2476
1395	2478
1396	2480
1397	2482
1398	2483
1399	2484
1400	2487
1401	2491
1402	2492
1403	2493
1404	2495
1405	2497
1406	2498
1407	2499
1408	2501
1409	2502
1410	2503
1411	2504
1412	2505
1413	2506
1414	2508
1415	2509
1416	2512
1417	2516
1418	2517
1419	2520
1420	2521
1421	2525
1422	2526
1423	2527
1424	2528
1425	2530
1426	2531
1427	2532
1428	2534
1429	2537
1430	2538
1431	2539
1432	2541
1433	2542
1434	2543
1435	2544
1436	2545
1437	2546
1438	2547
1439	2549
1440	2550
1441	2552
1442	2553
1443	2555
1444	2556
1445	2557
1446	2561
1447	2564
1448	2566
1449	2567
1450	2568
1451	2569
1452	2570
1453	2572
1454	2575
1455	2577
1456	2578
1457	2579
1458	2580
1459	2582
1460	2583
1461	2584
1462	2585
1463	2587
1464	2588
1465	2589
1466	2591
1467	2592
1468	2593
1469	2594
1470	2595
1471	2599
1472	2600
1473	2603
1474	2605
1475	2608
1476	2610
1477	2611
1478	2613
1479	2615
1480	2619
1481	2621
1482	2622
1483	2623
1484	2624
1485	2625
1486	2627
1487	2628
1488	2629
1489	2631
1490	2633
1491	2635
1492	2637
1493	2638
1494	2641
1495	2642
1496	2643
1497	2644
1498	2645
1499	2647
1500	2648
1501	2649
1502	2651
1503	2653
1504	2654
1505	2655
1506	2656
1507	2658
1508	2659
1509	2664
1510	2665
1511	2668
1512	2670
1513	2671
1514	2673
1515	2674
1516	2675
1517	2676
1518	2678
1519	2679
1520	2681
1521	2682
1522	2684
1523	2686
1524	2689
1525	2690
1526	2691
1527	2693
1528	2694
1529	2696
1530	2697
1531	2698
1532	2699
1533	2700
1534	2701
1535	2704
1536	2706
1537	2707
1538	2711
1539	2712
1540	2713
1541	2715
1542	2716
1543	2717
1544	2718
1545	2720
1546	2723
1547	2724
1548	2725
1549	2726
1550	2727
1551	2729
1552	2730
1553	2731
1554	2734
1555	2735
1556	2736
1557	2737
1558	2738
1559	2739
1560	2740
1561	2741
1562	2742
1563	2746
1564	2753
1565	2755
1566	2756
1567	2758
1568	2762
1569	2763
1570	2766
1571	2768
1572	2769
1573	2770
1574	2771
1575	2772
1576	2773
1577	2774
1578	2775
1579	2778
1580	2780
1581	2781
1582	2784
1583	2790
1584	2791
1585	2793
1586	2794
1587	2795
1588	2796
1589	2797
1590	2798
1591	2800
1592	2803
1593	2804
1594	2806
1595	2808
1596	2809
1597	2810
1598	2811
1599	2814
1600	2815
1601	2816
1602	2817
1603	2820
1604	2823
1605	2824
1606	2825
1607	2826
1608	2828
1609	2830
1610	2831
1611	2833
1612	2834
1613	2835
1614	2837
1615	2839
1616	2840
1617	2841
1618	2845
1619	2846
1620	2847
1621	2848
1622	2849
1623	2850
1624	2852
1625	2853
1626	2854
1627	2855
1628	2857
1629	2858
1630	2860
1631	2862
1632	2864
1633	2865
1634	2866
1635	2869
1636	2871
1637	2872
1638	2874
1639	2875
1640	2878
1641	2881
1642	2882
1643	2883
1644	2884
1645	2886
1646	2887
1647	2889
1648	2890
1649	2893
1650	2896
1651	2897
1652	2898
1653	2899
1654	2900
1655	2903
1656	2904
1657	2906
1658	2908
1659	2909
1660	2915
1661	2920
1662	2922
1663	2923
1664	2924
1665	2925
1666	2926
1667	2927
1668	2929
1669	2931
1670	2933
1671	2935
1672	2937
1673	2938
1674	2939
1675	2940
1676	2941
1677	2943
1678	2945
1679	2946
1680	2948
1681	2949
1682	2951
1683	2952
1684	2953
1685	2955
1686	2956
1687	2958
1688	2959
1689	2960
1690	2961
1691	2962
1692	2964
1693	2965
1694	2966
1695	2968
1696	2970
1697	2974
1698	2976
1699	2977
1700	2978
1701	2979
1702	2980
1703	2982
1704	2984
1705	2985
1706	2986
1707	2987
1708	2988
1709	2989
1710	2992
1711	2994
1712	2995
1713	2997
1714	2998
1715	2999
1716	3000
1717	3002
1718	3004
1719	3006
1720	3007
1721	3009
1722	3010
1723	3012
1724	3013
1725	3014
1726	3016
1727	3017
1728	3018
1729	3020
1730	3021
1731	3023
1732	3024
1733	3025
1734	3027
1735	3028
1736	3029
1737	3031
1738	3032
1739	3037
1740	3040
1741	3042
1742	3048
1743	3055
1744	3056
1745	3057
1746	3059
1747	3060
1748	3061
1749	3064
1750	3066
1751	3067
1752	3068
1753	3072
1754	3073
1755	3074
1756	3075
1757	3077
1758	3078
1759	3083
1760	3084
1761	3085
1762	3086
1763	3088
1764	3089
1765	3091
1766	3092
1767	3093
1768	3094
1769	3095
1770	3096
1771	3097
1772	3100
1773	3101
1774	3102
1775	3103
1776	3105
1777	3106
1778	3107
1779	3110
1780	3111
1781	3112
1782	3114
1783	3115
1784	3117
1785	3118
1786	3119
1787	3120
1788	3121
1789	3122
1790	3123
1791	3124
1792	3125
1793	3129
1794	3130
1795	3131
1796	3133
1797	3136
1798	3137
1799	3138
1800	3140
1801	3143
1802	3144
1803	3146
1804	3149
1805	3151
1806	3152
1807	3153
1808	3154
1809	3155
1810	3156
1811	3157
1812	3158
1813	3164
1814	3167
1815	3168
1816	3169
1817	3170
1818	3171
1819	3173
1820	3174
1821	3178
1822	3179
1823	3180
1824	3181
1825	3182
1826	3186
1827	3187
1828	3190
1829	3191
1830	3192
1831	3193
1832	3194
1833	3196
1834	3198
1835	3199
1836	3201
1837	3202
1838	3203
1839	3205
1840	3207
1841	3208
1842	3210
1843	3211
1844	3212
1845	3213
1846	3214
1847	3215
1848	3221
1849	3224
1850	3225
1851	3226
1852	3227
1853	3229
1854	3236
1855	3237
1856	3240
1857	3241
1858	3243
1859	3245
1860	3246
1861	3247
1862	3248
1863	3249
1864	3250
1865	3252
1866	3253
1867	3254
1868	3255
1869	3260
1870	3262
1871	3263
1872	3264
1873	3266
1874	3268
1875	3269
1876	3270
1877	3271
1878	3275
1879	3276
1880	3278
1881	3279
1882	3280
1883	3281
1884	3283
1885	3284
1886	3285
1887	3287
1888	3288
1889	3291
1890	3292
1891	3293
1892	3294
1893	3296
1894	3300
1895	3303
1896	3304
1897	3307
1898	3308
1899	3311
1900	3314
1901	3315
1902	3316
1903	3318
1904	3320
1905	3322
1906	3325
1907	3326
1908	3327
1909	3328
1910	3329
1911	3330
1912	3331
1913	3332
1914	3334
1915	3335
1916	3337
1917	3340
1918	3343
1919	3344
1920	3345
1921	3346
1922	3347
1923	3348
1924	3350
1925	3351
1926	3352
1927	3353
1928	3354
1929	3357
1930	3359
1931	3360
1932	3361
1933	3362
1934	3363
1935	3366
1936	3367
1937	3369
1938	3370
1939	3371
1940	3373
1941	3374
1942	3375
1943	3379
1944	3380
1945	3383
1946	3385
1947	3386
1948	3387
1949	3388
1950	3389
1951	3393
1952	3395
1953	3400
1954	3402
1955	3403
1956	3404
1957	3405
1958	3406
1959	3407
1960	3409
1961	3410
1962	3411
1963	3415
1964	3416
1965	3420
1966	3421
1967	3422
1968	3423
1969	3424
1970	3425
1971	3428
1972	3430
1973	3433
1974	3434
1975	3435
1976	3436
1977	3441
1978	3442
1979	3444
1980	3445
1981	3448
1982	3450
1983	3451
1984	3456
1985	3457
1986	3458
1987	3459
1988	3460
1989	3461
1990	3465
1991	3466
1992	3467
1993	3468
1994	3472
1995	3473
1996	3474
1997	3475
1998	3476
1999	3478
2000	3481
2001	3483
2002	3487
2003	3488
2004	3489
2005	3490
2006	3493
2007	3494
2008	3496
2009	3498
2010	3499
2011	3501
2012	3505
2013	3507
2014	3510
2015	3511
2016	3513
2017	3514
2018	3519
2019	3523
2020	3525
2021	3526
2022	3527
2023	3528
2024	3529
2025	3530
2026	3531
2027	3532
2028	3533
2029	3534
2030	3536
2031	3540
2032	3541
2033	3542
2034	3543
2035	3545
2036	3547
2037	3548
2038	3549
2039	3551
2040	3552
2041	3554
2042	3555
2043	3560
2044	3561
2045	3562
2046	3563
2047	3564
2048	3565
2049	3566
2050	3567
2051	3568
2052	3570
2053	3571
2054	3572
2055	3575
2056	3576
2057	3578
2058	3581
2059	3589
2060	3590
2061	3591
2062	3592
2063	3593
2064	3596
2065	3597
2066	3599
2067	3600
2068	3602
2069	3603
2070	3604
2071	3606
2072	3608
2073	3609
2074	3610
2075	3611
2076	3616
2077	3617
2078	3618
2079	3623
2080	3624
2081	3626
2082	3627
2083	3629
2084	3630
2085	3633
2086	3634
2087	3636
2088	3641
2089	3642
2090	3643
2091	3645
2092	3648
2093	3649
2094	3650
2095	3651
2096	3656
2097	3658
2098	3660
2099	3661
2100	3663
2101	3666
2102	3668
2103	3671
2104	3675
2105	3677
2106	3678
2107	3679
2108	3681
2109	3682
2110	3684
2111	3686
2112	3687
2113	3689
2114	3692
2115	3694
2116	3695
2117	3696
2118	3699
2119	3701
2120	3705
2121	3706
2122	3708
2123	3710
2124	3712
2125	3713
2126	3714
2127	3715
2128	3716
2129	3721
2130	3722
2131	3725
2132	3727
2133	3728
2134	3731
2135	3735
2136	3736
2137	3738
2138	3740
2139	3741
2140	3742
2141	3743
2142	3745
2143	3746
2144	3747
2145	3748
2146	3749
2147	3755
2148	3756
2149	3758
2150	3759
2151	3760
2152	3761
2153	3762
2154	3763
2155	3764
2156	3765
2157	3766
2158	3769
2159	3770
2160	3771
2161	3774
2162	3775
2163	3776
2164	3778
2165	3780
2166	3781
2167	3783
2168	3784
2169	3788
2170	3789
2171	3790
2172	3793
2173	3794
2174	3796
2175	3797
2176	3798
2177	3802
2178	3804
2179	3805
2180	3808
2181	3813
2182	3814
2183	3817
2184	3818
2185	3820
2186	3823
2187	3825
2188	3826
2189	3827
2190	3829
2191	3831
2192	3833
2193	3835
2194	3836
2195	3838
2196	3839
2197	3841
2198	3844
2199	3845
2200	3846
2201	3847
2202	3850
2203	3853
2204	3858
2205	3860
2206	3861
2207	3862
2208	3863
2209	3864
2210	3865
2211	3868
2212	3870
2213	3871
2214	3873
2215	3876
2216	3879
2217	3882
2218	3884
2219	3885
2220	3887
2221	3888
2222	3889
2223	3892
2224	3893
2225	3894
2226	3895
2227	3899
2228	3900
2229	3901
2230	3903
2231	3904
2232	3908
2233	3916
2234	3917
2235	3920
2236	3921
2237	3925
2238	3928
2239	3930
2240	3931
2241	3935
2242	3936
2243	3937
2244	3938
2245	3939
2246	3940
2247	3941
2248	3943
2249	3944
2250	3948
2251	3950
2252	3951
2253	3952
2254	3956
2255	3957
2256	3958
2257	3960
2258	3961
2259	3962
2260	3963
2261	3967
2262	3969
2263	3970
2264	3972
2265	3973
2266	3977
2267	3978
2268	3980
2269	3982
2270	3985
2271	3987
2272	3988
2273	3989
2274	3991
2275	3996
2276	3997
2277	4000
2278	4001
2279	4002
2280	4003
2281	4005
2282	4007
2283	4008
2284	4009
2285	4011
2286	4012
2287	4014
2288	4016
2289	4017
2290	4020
2291	4022
2292	4023
2293	4024
2294	4025
2295	4026
2296	4033
2297	4034
2298	4035
2299	4036
2300	4037
2301	4039
2302	4040
2303	4041
2304	4043
2305	4044
2306	4045
2307	4049
2308	4050
2309	4053
2310	4059
2311	4064
2312	4066
2313	4067
2314	4068
2315	4069
2316	4074
2317	4075
2318	4076
2319	4077
2320	4080
2321	4082
2322	4083
2323	4084
2324	4085
2325	4088
2326	4090
2327	4091
2328	4092
2329	4094
2330	4097
2331	4098
2332	4101
2333	4102
2334	4103
2335	4104
2336	4105
2337	4106
2338	4107
2339	4108
2340	4113
2341	4115
2342	4116
2343	4119
2344	4121
2345	4125
2346	4129
2347	4130
2348	4131
2349	4132
2350	4133
2351	4135
2352	4136
2353	4137
2354	4139
2355	4140
2356	4142
2357	4143
2358	4144
2359	4145
2360	4153
2361	4154
2362	4157
2363	4158
2364	4159
2365	4165
2366	4166
2367	4177
2368	4179
2369	4181
2370	4184
2371	4185
2372	4187
2373	4189
2374	4190
2375	4192
2376	4195
2377	4196
2378	4198
2379	4199
2380	4200
2381	4201
2382	4206
2383	4208
2384	4210
2385	4213
2386	4219
2387	4221
2388	4222
2389	4227
2390	4228
2391	4231
2392	4234
2393	4236
2394	4237
2395	4238
2396	4239
2397	4245
2398	4246
2399	4247
2400	4248
2401	4249
2402	4250
2403	4252
2404	4256
2405	4260
2406	4261
2407	4263
2408	4269
2409	4271
2410	4274
2411	4276
2412	4278
2413	4279
2414	4280
2415	4283
2416	4284
2417	4287
2418	4290
2419	4291
2420	4293
2421	4295
2422	4298
2423	4299
2424	4302
2425	4303
2426	4306
2427	4308
2428	4310
2429	4311
2430	4312
2431	4315
2432	4317
2433	4320
2434	4321
2435	4322
2436	4323
2437	4325
2438	4326
2439	4327
2440	4328
2441	4329
2442	4331
2443	4332
2444	4333
2445	4336
2446	4337
2447	4338
2448	4341
2449	4342
2450	4343
2451	4344
2452	4346
2453	4347
2454	4348
2455	4349
2456	4351
2457	4352
2458	4356
2459	4359
2460	4360
2461	4361
2462	4362
2463	4363
2464	4364
2465	4365
2466	4367
2467	4368
2468	4371
2469	4372
2470	4373
2471	4375
2472	4376
2473	4377
2474	4378
2475	4379
2476	4381
2477	4382
2478	4385
2479	4386
2480	4387
2481	4388
2482	4391
2483	4392
2484	4393
2485	4394
2486	4395
2487	4397
2488	4400
2489	4401
2490	4402
2491	4403
2492	4404
2493	4405
2494	4406
2495	4407
2496	4408
2497	4409
2498	4410
2499	4411
2500	4416
2501	4417
2502	4418
2503	4420
2504	4422
2505	4424
2506	4425
2507	4427
2508	4428
2509	4429
2510	4433
2511	4435
2512	4441
2513	4442
2514	4443
2515	4444
2516	4446
2517	4449
2518	4451
2519	4453
2520	4455
2521	4456
2522	4460
2523	4461
2524	4464
2525	4465
2526	4467
2527	4469
2528	4470
2529	4471
2530	4477
2531	4479
2532	4480
2533	4485
2534	4486
2535	4487
2536	4489
2537	4494
2538	4496
2539	4497
2540	4498
2541	4501
2542	4504
2543	4505
2544	4507
2545	4508
2546	4510
2547	4513
2548	4516
2549	4520
2550	4521
2551	4524
2552	4525
2553	4526
2554	4527
2555	4528
2556	4530
2557	4531
2558	4532
2559	4533
2560	4534
2561	4538
2562	4539
2563	4541
2564	4543
2565	4544
2566	4545
2567	4546
2568	4547
2569	4549
2570	4550
2571	4556
2572	4557
2573	4559
2574	4560
2575	4562
2576	4563
2577	4565
2578	4568
2579	4570
2580	4572
2581	4573
2582	4574
2583	4576
2584	4578
2585	4579
2586	4582
2587	4584
2588	4585
